# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Thu Nov  9 07:29:35 2023
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2 He CH4 H2O CO2 CO Rayleigh CIA
1.132932753e+00 1.90026e-01 9.99999e-01 9.99999e-01 2.67933e-01 4.59980e-01 9.99999e-01 9.99999e-01 9.95162e-01 9.55148e-01
1.138597417e+00 2.63353e-01 9.99064e-01 9.99999e-01 3.20884e-01 6.56572e-01 9.99999e-01 9.99999e-01 9.95258e-01 9.58059e-01
1.144290404e+00 2.16350e-01 9.99999e-01 9.99999e-01 3.06050e-01 5.27264e-01 9.99999e-01 9.99999e-01 9.95351e-01 9.55867e-01
1.150011856e+00 8.35834e-02 9.99999e-01 9.99999e-01 9.99986e-02 6.05296e-01 9.99999e-01 9.99999e-01 9.95443e-01 9.48638e-01
1.155761915e+00 5.06625e-02 9.99999e-01 9.99999e-01 5.69642e-02 6.95421e-01 9.99999e-01 9.99999e-01 9.95533e-01 9.42463e-01
1.161540725e+00 5.53480e-02 9.93154e-01 9.99999e-01 5.97131e-02 8.24852e-01 9.99999e-01 9.99999e-01 9.95621e-01 9.45188e-01
1.167348428e+00 6.85565e-02 9.99998e-01 9.99999e-01 7.31017e-02 8.69411e-01 9.99999e-01 9.99999e-01 9.95707e-01 9.55668e-01
1.173185171e+00 1.25665e-01 9.99999e-01 9.99999e-01 1.33156e-01 8.69586e-01 9.99999e-01 9.99999e-01 9.95792e-01 9.64195e-01
1.179051096e+00 2.08127e-01 9.99999e-01 9.99999e-01 2.20383e-01 8.98829e-01 9.99999e-01 9.99999e-01 9.95874e-01 9.65529e-01
1.184946352e+00 3.14282e-01 9.99827e-01 9.99999e-01 3.36858e-01 9.06295e-01 9.99999e-01 9.99999e-01 9.95956e-01 9.62086e-01
1.190871084e+00 3.68397e-01 9.98419e-01 9.99999e-01 3.96369e-01 9.03091e-01 9.99999e-01 9.99999e-01 9.96035e-01 9.58323e-01
1.196825439e+00 5.86194e-01 9.99999e-01 9.99999e-01 6.41928e-01 9.00542e-01 9.99999e-01 9.99999e-01 9.96114e-01 9.55710e-01
1.202809566e+00 6.50640e-01 9.99999e-01 9.99999e-01 7.19384e-01 8.96693e-01 9.99999e-01 9.99999e-01 9.96190e-01 9.56727e-01
1.208823614e+00 7.95852e-01 9.99999e-01 9.99999e-01 8.67774e-01 9.33806e-01 9.99999e-01 9.99999e-01 9.96265e-01 9.63532e-01
1.214867732e+00 8.28433e-01 9.99999e-01 9.99999e-01 9.03346e-01 9.35671e-01 9.99999e-01 9.99999e-01 9.96339e-01 9.71189e-01
1.220942071e+00 8.85027e-01 9.99999e-01 9.99999e-01 9.43132e-01 9.61065e-01 9.99999e-01 9.99999e-01 9.96411e-01 9.74539e-01
1.227046781e+00 8.86551e-01 9.99999e-01 9.99999e-01 9.38152e-01 9.70250e-01 9.99999e-01 9.99999e-01 9.96482e-01 9.73308e-01
1.233182015e+00 8.94649e-01 9.99987e-01 9.99999e-01 9.31706e-01 9.91295e-01 9.99999e-01 9.99999e-01 9.96551e-01 9.70348e-01
1.239347925e+00 9.29315e-01 9.95001e-01 9.99999e-01 9.64963e-01 9.97639e-01 9.99999e-01 9.99999e-01 9.96619e-01 9.71554e-01
1.245544665e+00 9.49476e-01 9.99455e-01 9.99999e-01 9.75416e-01 9.99176e-01 9.99999e-01 9.99999e-01 9.96686e-01 9.77801e-01
1.251772388e+00 9.68068e-01 9.99993e-01 9.99999e-01 9.87137e-01 9.99041e-01 9.99999e-01 9.99999e-01 9.96751e-01 9.84785e-01
1.258031250e+00 9.78882e-01 9.99997e-01 9.99999e-01 9.92871e-01 9.99155e-01 9.99999e-01 9.99999e-01 9.96815e-01 9.89870e-01
1.264321406e+00 9.82608e-01 9.99996e-01 9.99999e-01 9.94080e-01 9.98292e-01 9.99999e-01 9.99999e-01 9.96878e-01 9.93193e-01
1.270643013e+00 9.84711e-01 9.99999e-01 9.99999e-01 9.95610e-01 9.96945e-01 9.99999e-01 9.99999e-01 9.96940e-01 9.95031e-01
1.276996228e+00 9.85050e-01 9.99999e-01 9.99999e-01 9.97328e-01 9.94799e-01 9.99999e-01 9.99999e-01 9.97000e-01 9.95739e-01
1.283381209e+00 9.85697e-01 9.99999e-01 9.99999e-01 9.97971e-01 9.94807e-01 9.99999e-01 9.99999e-01 9.97059e-01 9.95731e-01
1.289798116e+00 9.72623e-01 9.99815e-01 9.99999e-01 9.95851e-01 9.83439e-01 9.99999e-01 9.99999e-01 9.97117e-01 9.95591e-01
1.296247106e+00 9.39484e-01 9.99942e-01 9.99999e-01 9.78675e-01 9.63203e-01 9.99999e-01 9.99999e-01 9.97174e-01 9.96015e-01
1.302728342e+00 8.53711e-01 9.99999e-01 9.99999e-01 9.09842e-01 9.22714e-01 9.99999e-01 9.99999e-01 9.97230e-01 9.97001e-01
1.309241983e+00 6.81677e-01 9.99998e-01 9.99999e-01 7.07695e-01 9.04433e-01 9.99999e-01 9.99999e-01 9.97284e-01 9.97909e-01
1.315788193e+00 5.81116e-01 9.99999e-01 9.99999e-01 6.08027e-01 8.56258e-01 9.99999e-01 9.99999e-01 9.97338e-01 9.98449e-01
1.322367134e+00 5.71559e-01 9.99999e-01 9.99999e-01 6.07914e-01 8.22247e-01 9.99999e-01 9.99999e-01 9.97390e-01 9.98674e-01
1.328978970e+00 4.05111e-01 9.99999e-01 9.99999e-01 4.43774e-01 7.28043e-01 9.99999e-01 9.99999e-01 9.97442e-01 9.98683e-01
1.335623865e+00 3.24390e-01 9.99823e-01 9.99999e-01 3.63297e-01 6.85138e-01 9.99999e-01 9.99999e-01 9.97492e-01 9.98585e-01
1.342301984e+00 1.90966e-01 9.99997e-01 9.99999e-01 2.09358e-01 6.51147e-01 9.99999e-01 9.99999e-01 9.97542e-01 9.98439e-01
1.349013494e+00 9.33012e-02 9.99985e-01 9.99999e-01 1.59668e-01 2.70408e-01 9.99999e-01 9.99999e-01 9.97590e-01 9.98010e-01
1.355758561e+00 1.58925e-02 9.99972e-01 9.99999e-01 8.82982e-02 4.71994e-02 9.99999e-01 9.99999e-01 9.97638e-01 9.96865e-01
1.362537354e+00 4.66214e-03 9.99988e-01 9.99999e-01 1.20465e-01 9.21141e-03 9.99999e-01 9.99999e-01 9.97684e-01 9.95347e-01
1.369350041e+00 7.61895e-03 9.99772e-01 9.99999e-01 1.26273e-01 1.48777e-02 9.99999e-01 9.99999e-01 9.97730e-01 9.94182e-01
1.376196791e+00 1.78576e-02 9.99996e-01 9.99999e-01 8.11522e-02 6.42593e-02 9.99999e-01 9.99999e-01 9.97775e-01 9.93850e-01
1.383077775e+00 5.73163e-03 9.99804e-01 9.99999e-01 5.73968e-02 1.88688e-02 9.99999e-01 9.99999e-01 9.97819e-01 9.94424e-01
1.389993164e+00 1.92110e-02 9.99997e-01 9.99999e-01 7.03382e-02 8.17853e-02 9.99999e-01 9.99999e-01 9.97862e-01 9.95359e-01
1.396943130e+00 2.49003e-02 9.99850e-01 9.99999e-01 9.41766e-02 8.11404e-02 9.99999e-01 9.99999e-01 9.97904e-01 9.96488e-01
1.403927846e+00 2.93598e-02 9.99999e-01 9.99999e-01 9.84136e-02 9.46159e-02 9.99999e-01 9.99999e-01 9.97945e-01 9.97497e-01
1.410947485e+00 4.40980e-02 9.99998e-01 9.99999e-01 1.09838e-01 1.30740e-01 9.99999e-01 9.99999e-01 9.97986e-01 9.98450e-01
1.418002222e+00 9.68980e-02 9.99999e-01 9.99999e-01 2.52362e-01 1.84242e-01 9.99999e-01 9.99999e-01 9.98025e-01 9.98877e-01
1.425092233e+00 1.51943e-01 9.99951e-01 9.99999e-01 2.73718e-01 3.23829e-01 9.99999e-01 9.99999e-01 9.98064e-01 9.99062e-01
1.432217694e+00 2.01815e-01 9.99978e-01 9.99999e-01 4.10379e-01 3.23375e-01 9.99999e-01 9.99999e-01 9.98103e-01 9.99104e-01
1.439378783e+00 2.73252e-01 9.99999e-01 9.99999e-01 5.45321e-01 3.80806e-01 9.99999e-01 9.99999e-01 9.98140e-01 9.99057e-01
1.446575677e+00 3.45701e-01 9.99909e-01 9.99999e-01 6.33224e-01 4.43717e-01 9.99999e-01 9.99999e-01 9.98177e-01 9.99013e-01
1.453808555e+00 4.04643e-01 9.99999e-01 9.99999e-01 6.99579e-01 4.90415e-01 9.99999e-01 9.99999e-01 9.98213e-01 9.98996e-01
1.461077598e+00 5.22323e-01 9.99999e-01 9.99999e-01 7.93175e-01 5.95156e-01 9.99999e-01 9.99999e-01 9.98248e-01 9.98991e-01
1.468382986e+00 3.92259e-01 9.99991e-01 9.99999e-01 7.51423e-01 4.48984e-01 9.99999e-01 9.99999e-01 9.98282e-01 9.99003e-01
1.475724901e+00 4.75946e-01 9.99995e-01 9.99999e-01 7.36715e-01 5.41523e-01 9.99999e-01 9.99999e-01 9.98316e-01 9.99021e-01
1.483103525e+00 5.49114e-01 9.99999e-01 9.99999e-01 8.21302e-01 6.03289e-01 9.99999e-01 9.99999e-01 9.98349e-01 9.99007e-01
1.490519043e+00 6.92672e-01 9.99999e-01 9.99999e-01 9.10224e-01 7.30470e-01 9.99999e-01 9.99999e-01 9.98382e-01 9.98953e-01
1.497971638e+00 8.02575e-01 9.99997e-01 9.99999e-01 9.41080e-01 8.38285e-01 9.99999e-01 9.99999e-01 9.98414e-01 9.98873e-01
1.505461496e+00 8.25294e-01 9.99999e-01 9.99999e-01 9.50809e-01 8.56337e-01 9.99999e-01 9.99999e-01 9.98445e-01 9.98771e-01
1.512988804e+00 8.94760e-01 9.99999e-01 9.99999e-01 9.62108e-01 9.23990e-01 9.99999e-01 9.99999e-01 9.98476e-01 9.98648e-01
1.520553748e+00 9.40255e-01 9.99999e-01 9.99999e-01 9.77601e-01 9.61796e-01 9.99999e-01 9.99999e-01 9.98506e-01 9.98511e-01
1.528156517e+00 9.53191e-01 9.99999e-01 9.99999e-01 9.85291e-01 9.68187e-01 9.99999e-01 9.99999e-01 9.98535e-01 9.98359e-01
1.535797299e+00 9.74233e-01 9.99999e-01 9.99999e-01 9.90117e-01 9.86598e-01 9.99999e-01 9.99999e-01 9.98564e-01 9.98190e-01
1.543476286e+00 9.78706e-01 9.99999e-01 9.99999e-01 9.91688e-01 9.89918e-01 9.99999e-01 9.99999e-01 9.98593e-01 9.98004e-01
1.551193667e+00 9.85008e-01 9.99999e-01 9.99999e-01 9.94588e-01 9.93747e-01 9.99999e-01 9.99999e-01 9.98620e-01 9.97800e-01
1.558949636e+00 9.85071e-01 9.99999e-01 9.99999e-01 9.92246e-01 9.96390e-01 9.99999e-01 9.99999e-01 9.98648e-01 9.97573e-01
1.566744384e+00 9.83592e-01 9.99999e-01 9.99999e-01 9.92325e-01 9.95029e-01 9.99999e-01 9.99999e-01 9.98674e-01 9.97317e-01
1.574578106e+00 9.88969e-01 9.99999e-01 9.99999e-01 9.96502e-01 9.96648e-01 9.99999e-01 9.99999e-01 9.98700e-01 9.97030e-01
1.582450996e+00 9.88620e-01 9.99999e-01 9.99999e-01 9.96808e-01 9.96280e-01 9.99999e-01 9.99999e-01 9.98726e-01 9.96709e-01
1.590363251e+00 9.82345e-01 9.99999e-01 9.99999e-01 9.91553e-01 9.95412e-01 9.99999e-01 9.99999e-01 9.98751e-01 9.96347e-01
1.598315067e+00 9.56516e-01 9.99999e-01 9.99999e-01 9.65363e-01 9.95207e-01 9.99999e-01 9.99999e-01 9.98776e-01 9.95941e-01
1.606306643e+00 9.09786e-01 9.99999e-01 9.99999e-01 9.15615e-01 9.98375e-01 9.99999e-01 9.99999e-01 9.98800e-01 9.95487e-01
1.614338176e+00 6.96574e-01 9.99999e-01 9.99999e-01 7.01061e-01 9.97903e-01 9.99999e-01 9.99999e-01 9.98824e-01 9.94981e-01
1.622409867e+00 3.82090e-01 9.99999e-01 9.99999e-01 3.84696e-01 9.98817e-01 9.99999e-01 9.99999e-01 9.98847e-01 9.94418e-01
1.630521916e+00 2.48430e-01 9.99999e-01 9.99999e-01 2.50271e-01 9.98907e-01 9.99999e-01 9.99999e-01 9.98870e-01 9.93786e-01
1.638674526e+00 2.44705e-01 9.99999e-01 9.99999e-01 2.46698e-01 9.96813e-01 9.99999e-01 9.99999e-01 9.98892e-01 9.93081e-01
1.646867898e+00 1.47601e-01 9.99999e-01 9.99999e-01 1.48925e-01 9.95849e-01 9.99999e-01 9.99999e-01 9.98914e-01 9.92281e-01
1.655102238e+00 1.82884e-01 9.99999e-01 9.99999e-01 1.84705e-01 9.93892e-01 9.99999e-01 9.99999e-01 9.98935e-01 9.91365e-01
1.663377749e+00 2.31550e-01 9.99999e-01 9.99999e-01 2.34102e-01 9.93159e-01 9.99999e-01 9.99999e-01 9.98956e-01 9.90321e-01
1.671694638e+00 1.24665e-01 9.99999e-01 9.99999e-01 1.26180e-01 9.96045e-01 9.99999e-01 9.99999e-01 9.98977e-01 9.89141e-01
1.680053111e+00 2.24917e-01 9.99999e-01 9.99999e-01 2.27953e-01 9.94493e-01 9.99999e-01 9.99999e-01 9.98997e-01 9.87831e-01
1.688453377e+00 1.37904e-01 9.99999e-01 9.99999e-01 1.39971e-01 9.89220e-01 9.99999e-01 9.99999e-01 9.99017e-01 9.86372e-01
1.696895643e+00 5.45648e-02 9.99999e-01 9.99999e-01 5.54758e-02 9.80759e-01 9.99999e-01 9.99999e-01 9.99036e-01 9.84724e-01
1.705380122e+00 1.46164e-02 9.99999e-01 9.99999e-01 1.48895e-02 9.83011e-01 9.99999e-01 9.99999e-01 9.99055e-01 9.82809e-01
1.713907022e+00 8.64195e-02 9.99999e-01 9.99999e-01 8.82551e-02 9.70227e-01 9.99999e-01 9.99999e-01 9.99074e-01 9.80578e-01
1.722476557e+00 5.85109e-02 9.99999e-01 9.99999e-01 5.99252e-02 9.48788e-01 9.99999e-01 9.99999e-01 9.99092e-01 9.77997e-01
1.731088940e+00 2.58743e-02 9.99999e-01 9.99999e-01 2.65842e-02 9.56921e-01 9.99999e-01 9.99999e-01 9.99110e-01 9.75136e-01
1.739744385e+00 1.04098e-01 9.99999e-01 9.99999e-01 1.07549e-01 9.24094e-01 9.99999e-01 9.99999e-01 9.99127e-01 9.72124e-01
1.748443107e+00 1.46229e-01 9.99999e-01 9.99999e-01 1.51917e-01 9.04727e-01 9.99999e-01 9.99999e-01 9.99145e-01 9.69012e-01
1.757185322e+00 1.48145e-01 9.99999e-01 9.99999e-01 1.54401e-01 9.13011e-01 9.99999e-01 9.99999e-01 9.99162e-01 9.65686e-01
1.765971249e+00 1.38662e-01 9.99999e-01 9.99999e-01 1.45969e-01 8.58651e-01 9.99999e-01 9.99999e-01 9.99178e-01 9.61845e-01
1.774801105e+00 8.73159e-02 9.99999e-01 9.99999e-01 9.25347e-02 8.23553e-01 9.99999e-01 9.99999e-01 9.99194e-01 9.57232e-01
1.783675111e+00 1.65150e-01 9.99999e-01 9.99999e-01 1.80804e-01 7.40292e-01 9.99999e-01 9.99999e-01 9.99210e-01 9.51591e-01
1.792593486e+00 6.95611e-02 9.99999e-01 9.99999e-01 7.74605e-02 6.37479e-01 9.99999e-01 9.99999e-01 9.99226e-01 9.44798e-01
1.801556454e+00 1.71917e-01 9.99999e-01 9.99999e-01 2.67606e-01 3.75471e-01 9.99999e-01 9.99999e-01 9.99241e-01 9.36979e-01
1.810564236e+00 1.28407e-01 9.99999e-01 9.99999e-01 2.76202e-01 2.47869e-01 9.99999e-01 9.99999e-01 9.99256e-01 9.28272e-01
1.819617057e+00 1.07954e-01 9.99999e-01 9.99999e-01 2.98968e-01 2.05771e-01 9.99999e-01 9.99999e-01 9.99271e-01 9.18589e-01
1.828715142e+00 3.55946e-02 9.99999e-01 9.99999e-01 3.52556e-01 5.09582e-02 9.99999e-01 9.99999e-01 9.99285e-01 9.07401e-01
1.837858718e+00 6.60012e-03 9.99967e-01 9.99999e-01 3.12804e-01 9.84710e-03 9.99999e-01 9.99999e-01 9.99299e-01 8.93745e-01
1.847048012e+00 2.09702e-02 9.99999e-01 9.99999e-01 4.51162e-01 2.97952e-02 9.99999e-01 9.99999e-01 9.99313e-01 8.77928e-01
1.856283252e+00 1.37609e-02 9.99999e-01 9.99999e-01 5.46019e-01 1.86415e-02 9.99999e-01 9.99999e-01 9.99327e-01 8.59603e-01
1.865564668e+00 4.32524e-02 9.99999e-01 9.99999e-01 6.77802e-01 5.69541e-02 9.99999e-01 9.99999e-01 9.99340e-01 8.39076e-01
1.874892491e+00 1.65379e-02 9.99999e-01 9.99999e-01 7.91722e-01 2.11007e-02 9.99999e-01 9.99999e-01 9.99353e-01 8.17240e-01
1.884266954e+00 5.67771e-02 9.99999e-01 9.99999e-01 8.55108e-01 7.47308e-02 9.99999e-01 9.99999e-01 9.99366e-01 7.94609e-01
1.893688289e+00 5.86289e-02 9.99769e-01 9.99999e-01 8.69636e-01 7.81092e-02 9.99999e-01 9.99999e-01 9.99378e-01 7.71329e-01
1.903156730e+00 1.84897e-02 9.99999e-01 9.99999e-01 8.46024e-01 2.52678e-02 9.99999e-01 9.99999e-01 9.99390e-01 7.46171e-01
1.912672514e+00 2.96623e-02 9.99999e-01 9.99999e-01 7.85650e-01 4.22123e-02 9.99999e-01 9.99999e-01 9.99402e-01 7.19034e-01
1.922235876e+00 1.09001e-01 9.99999e-01 9.99999e-01 7.63232e-01 1.65558e-01 9.99999e-01 9.99999e-01 9.99414e-01 6.91771e-01
1.931847056e+00 1.08378e-01 9.99999e-01 9.99999e-01 8.55385e-01 1.67621e-01 9.99999e-01 9.99999e-01 9.99426e-01 6.64671e-01
1.941506291e+00 1.66887e-01 9.99999e-01 9.99999e-01 8.93237e-01 2.66052e-01 9.99999e-01 9.99999e-01 9.99437e-01 6.37461e-01
1.951213822e+00 2.77344e-01 9.99986e-01 9.99999e-01 8.73125e-01 4.71368e-01 9.99999e-01 9.99999e-01 9.99448e-01 6.09997e-01
1.960969892e+00 2.92788e-01 9.96814e-01 9.99999e-01 9.24738e-01 5.13326e-01 9.99999e-01 9.99999e-01 9.99459e-01 5.81455e-01
1.970774741e+00 4.13076e-01 9.99999e-01 9.99999e-01 9.32151e-01 7.66690e-01 9.99999e-01 9.99999e-01 9.99470e-01 5.51091e-01
1.980628615e+00 4.09409e-01 9.99999e-01 9.99999e-01 9.42294e-01 8.08799e-01 9.99999e-01 9.99999e-01 9.99480e-01 5.16758e-01
1.990531758e+00 3.93083e-01 9.99999e-01 9.99999e-01 9.59959e-01 8.33027e-01 9.99999e-01 9.99999e-01 9.99490e-01 4.77915e-01
2.000484417e+00 3.79069e-01 9.99999e-01 9.99999e-01 9.72830e-01 8.77091e-01 9.99999e-01 9.99999e-01 9.99500e-01 4.36159e-01
2.010486839e+00 3.64933e-01 9.99999e-01 9.99999e-01 9.82254e-01 9.31103e-01 9.99999e-01 9.99999e-01 9.99510e-01 3.94897e-01
2.020539273e+00 3.24557e-01 9.99998e-01 9.99999e-01 9.83917e-01 9.18670e-01 9.99999e-01 9.99999e-01 9.99520e-01 3.55697e-01
2.030641969e+00 3.02141e-01 9.96003e-01 9.99999e-01 9.90166e-01 9.52866e-01 9.99999e-01 9.99999e-01 9.99529e-01 3.19072e-01
2.040795179e+00 2.72065e-01 9.99223e-01 9.99999e-01 9.95108e-01 9.64042e-01 9.99999e-01 9.99999e-01 9.99539e-01 2.83223e-01
2.050999155e+00 2.39753e-01 9.99999e-01 9.99999e-01 9.96792e-01 9.78715e-01 9.99999e-01 9.99999e-01 9.99548e-01 2.45662e-01
2.061254151e+00 1.98032e-01 9.99999e-01 9.99999e-01 9.97857e-01 9.63671e-01 9.99999e-01 9.99999e-01 9.99557e-01 2.05913e-01
2.071560421e+00 1.60909e-01 9.99999e-01 9.99999e-01 9.96973e-01 9.73745e-01 9.99999e-01 9.99999e-01 9.99565e-01 1.65735e-01
2.081918224e+00 1.25318e-01 9.99999e-01 9.99999e-01 9.95106e-01 9.73912e-01 9.99999e-01 9.99999e-01 9.99574e-01 1.29244e-01
2.092327815e+00 9.77812e-02 9.99999e-01 9.99999e-01 9.93532e-01 9.80929e-01 9.99999e-01 9.99999e-01 9.99582e-01 1.00274e-01
2.102789454e+00 7.91075e-02 9.99999e-01 9.99999e-01 9.86119e-01 9.71352e-01 9.99999e-01 9.99999e-01 9.99591e-01 8.24065e-02
2.113303401e+00 7.16293e-02 9.99922e-01 9.99999e-01 9.52025e-01 9.77560e-01 9.99999e-01 9.99999e-01 9.99599e-01 7.64678e-02
2.123869918e+00 6.93448e-02 9.85202e-01 9.99999e-01 8.47801e-01 9.64957e-01 9.99999e-01 9.99999e-01 9.99607e-01 8.28907e-02
2.134489268e+00 7.70397e-02 9.99985e-01 9.99999e-01 7.76463e-01 9.92487e-01 9.99999e-01 9.99999e-01 9.99614e-01 9.93495e-02
2.145161714e+00 6.89539e-02 9.99999e-01 9.99999e-01 5.68617e-01 9.93039e-01 9.99999e-01 9.99999e-01 9.99622e-01 1.21355e-01
2.155887523e+00 5.12958e-02 9.99999e-01 9.99999e-01 3.65500e-01 9.72681e-01 9.99999e-01 9.99999e-01 9.99629e-01 1.40608e-01
2.166666960e+00 3.09331e-02 9.99999e-01 9.99999e-01 2.05431e-01 9.67979e-01 9.99999e-01 9.99999e-01 9.99637e-01 1.50772e-01
2.177500295e+00 4.66718e-02 9.99999e-01 9.99999e-01 3.11394e-01 9.67423e-01 9.99999e-01 9.99999e-01 9.99644e-01 1.50108e-01
2.188387796e+00 5.98817e-02 9.99999e-01 9.99999e-01 4.25960e-01 9.65606e-01 9.99999e-01 9.99999e-01 9.99651e-01 1.40909e-01
2.199329735e+00 4.66749e-03 9.99999e-01 9.99999e-01 3.66950e-02 9.59754e-01 9.99999e-01 9.99999e-01 9.99658e-01 1.27306e-01
2.210326384e+00 1.07299e-02 9.99989e-01 9.99999e-01 9.34843e-02 9.87151e-01 9.99999e-01 9.99999e-01 9.99664e-01 1.14848e-01
2.221378016e+00 4.22403e-03 9.83907e-01 9.99999e-01 3.98343e-02 9.88537e-01 9.99999e-01 9.99999e-01 9.99671e-01 1.06093e-01
2.232484906e+00 1.17450e-03 9.99930e-01 9.99999e-01 1.16431e-02 9.95844e-01 9.99999e-01 9.99999e-01 9.99678e-01 1.00910e-01
2.243647331e+00 4.30981e-04 9.99999e-01 9.99999e-01 4.46406e-03 9.97395e-01 9.99999e-01 9.99999e-01 9.99684e-01 9.65763e-02
2.254865567e+00 4.19252e-05 9.99999e-01 9.99999e-01 4.61445e-04 9.98556e-01 9.99999e-01 9.99999e-01 9.99690e-01 9.08856e-02
2.266139895e+00 6.90239e-05 9.99999e-01 9.99999e-01 8.34428e-04 9.96752e-01 9.99999e-01 9.99999e-01 9.99696e-01 8.27477e-02
2.277470595e+00 5.20985e-05 9.99999e-01 9.99999e-01 7.17140e-04 9.98884e-01 9.99999e-01 9.99999e-01 9.99702e-01 7.26711e-02
2.288857948e+00 4.27689e-06 9.99998e-01 9.99999e-01 6.90267e-05 9.92453e-01 9.99999e-01 9.99999e-01 9.99708e-01 6.19803e-02
2.300302237e+00 1.63781e-07 9.99999e-01 9.99999e-01 3.17652e-06 9.93750e-01 9.99999e-01 9.99999e-01 9.99714e-01 5.15813e-02
2.311803748e+00 4.52241e-04 9.99999e-01 9.99999e-01 1.07519e-02 9.92286e-01 9.99999e-01 9.99999e-01 9.99719e-01 4.20823e-02
2.323362767e+00 8.71662e-05 9.99999e-01 9.99999e-01 2.56727e-03 9.74671e-01 9.99999e-01 9.99999e-01 9.99725e-01 3.39728e-02
2.334979581e+00 8.93594e-06 9.99999e-01 9.99999e-01 3.27930e-04 9.71854e-01 9.99999e-01 9.99999e-01 9.99730e-01 2.72682e-02
2.346654479e+00 5.65577e-08 9.99999e-01 9.99999e-01 2.58714e-06 9.46431e-01 9.99999e-01 9.99999e-01 9.99736e-01 2.18936e-02
2.358387751e+00 3.33272e-06 9.99999e-01 9.99999e-01 1.87758e-04 9.32456e-01 9.99999e-01 9.99999e-01 9.99741e-01 1.77897e-02
2.370179690e+00 2.55287e-06 9.99998e-01 9.99999e-01 1.71569e-04 8.96032e-01 9.99999e-01 9.99999e-01 9.99746e-01 1.49136e-02
2.382030589e+00 1.58308e-06 9.99994e-01 9.99999e-01 1.19577e-04 8.27986e-01 9.99999e-01 9.99999e-01 9.99751e-01 1.33320e-02
2.393940742e+00 6.83721e-06 9.99966e-01 9.99999e-01 5.14362e-04 8.58749e-01 9.99999e-01 9.99999e-01 9.99756e-01 1.34180e-02
2.405910445e+00 2.34998e-04 9.73260e-01 9.99999e-01 1.48802e-02 8.00606e-01 9.99999e-01 9.99999e-01 9.99761e-01 1.59758e-02
2.417939997e+00 4.23793e-04 9.97854e-01 9.99999e-01 1.92924e-02 6.95908e-01 9.99999e-01 9.99999e-01 9.99765e-01 2.25423e-02
2.430029697e+00 7.24362e-04 9.97575e-01 9.99999e-01 2.07962e-02 8.03353e-01 9.99999e-01 9.99999e-01 9.99770e-01 3.54068e-02
2.442179846e+00 2.30361e-03 9.99965e-01 9.99999e-01 4.12765e-02 6.96886e-01 9.99999e-01 9.99999e-01 9.99774e-01 5.73428e-02
2.454390745e+00 6.74118e-03 9.99954e-01 9.99999e-01 7.81701e-02 7.04959e-01 9.99999e-01 9.99999e-01 9.99779e-01 9.01224e-02
2.466662699e+00 2.22095e-02 9.99974e-01 9.99999e-01 1.78361e-01 6.83482e-01 9.99999e-01 9.99999e-01 9.99783e-01 1.34807e-01
2.478996012e+00 3.88925e-02 9.99999e-01 9.99999e-01 2.62201e-01 4.84898e-01 9.99999e-01 9.99999e-01 9.99788e-01 1.89789e-01
2.491390992e+00 4.48095e-02 9.99880e-01 9.99999e-01 3.32037e-01 3.00484e-01 9.99999e-01 9.99999e-01 9.99792e-01 2.52215e-01
2.503847947e+00 7.53876e-02 9.99999e-01 9.99999e-01 4.16852e-01 3.61935e-01 9.99999e-01 9.99999e-01 9.99796e-01 3.18827e-01
2.516367187e+00 5.94732e-02 9.99999e-01 9.99999e-01 3.94509e-01 2.22241e-01 9.99999e-01 9.99999e-01 9.99800e-01 3.85968e-01
2.528949023e+00 1.71438e-02 9.99779e-01 9.99999e-01 4.24425e-01 4.61176e-02 9.99999e-01 9.99999e-01 9.99804e-01 4.51034e-01
2.541593768e+00 9.22341e-03 9.99917e-01 9.99999e-01 4.49656e-01 2.06315e-02 9.99999e-01 9.99999e-01 9.99808e-01 5.10081e-01
2.554301737e+00 3.89021e-03 9.99999e-01 9.99999e-01 1.58733e-01 1.21046e-02 9.99999e-01 9.99999e-01 9.99811e-01 5.60560e-01
2.567073246e+00 3.07194e-04 9.99976e-01 9.99999e-01 1.10755e-01 8.50040e-04 9.99999e-01 9.99999e-01 9.99815e-01 6.01688e-01
2.579908612e+00 4.93840e-08 9.98285e-01 9.99999e-01 2.19176e-01 1.03689e-07 9.99999e-01 9.99999e-01 9.99819e-01 6.33759e-01
2.592808155e+00 2.53972e-10 9.99998e-01 9.99999e-01 9.68974e-02 5.27215e-10 9.99999e-01 9.99999e-01 9.99822e-01 6.57710e-01
2.605772196e+00 2.29918e-10 9.99999e-01 9.99999e-01 1.94958e-01 5.35969e-10 9.99999e-01 9.99999e-01 9.99826e-01 6.75001e-01
2.618801057e+00 4.63852e-10 9.99828e-01 9.99999e-01 3.96415e-01 7.57879e-10 9.99999e-01 9.99999e-01 9.99829e-01 6.92605e-01
2.631895062e+00 1.65657e-04 9.94271e-01 9.99999e-01 5.06342e-01 2.42175e-04 9.99999e-01 9.99999e-01 9.99833e-01 7.13630e-01
