# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Thu Jul 20 10:08:21 2023
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total N2 O2 CO2 CH4 CO O3 N2O H2O Rayleigh CIA
1.000000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.87490e-13 3.21437e-47 2.56445e-71 0.00000e+00 2.82979e-35 9.99999e-01
1.010000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 3.54628e-14 5.85761e-48 1.40478e-72 0.00000e+00 6.30689e-34 9.99999e-01
1.020000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 6.70760e-15 1.06744e-48 7.69521e-74 0.00000e+00 1.20993e-32 9.99999e-01
1.030000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.26871e-15 1.94522e-49 4.21535e-75 0.00000e+00 2.01526e-31 9.99999e-01
1.040000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.54700e-16 3.54481e-50 1.28343e-77 0.00000e+00 2.93775e-30 9.99999e-01
1.050000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 5.11325e-17 6.45978e-51 2.83438e-80 0.00000e+00 3.77636e-29 9.99999e-01
1.060000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.02651e-17 1.17718e-51 6.25955e-83 0.00000e+00 4.31076e-28 9.99999e-01
1.070000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.06078e-18 2.14519e-52 1.38239e-85 0.00000e+00 4.39854e-27 9.99999e-01
1.080000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.13713e-19 3.90922e-53 6.82152e-85 0.00000e+00 4.03653e-26 9.99999e-01
1.090000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 8.07201e-17 3.36619e-54 3.55535e-79 0.00000e+00 3.35083e-25 9.99999e-01
