# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Thu Jul 20 10:03:28 2023
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total N2 O2 CO2 CH4 CO O3 N2O H2O Rayleigh CIA
1.000000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 2.91638e-13 1.61436e-46 2.97296e-70 9.99999e-01 5.03147e-35 9.99999e-01
1.010000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 5.65642e-14 3.01836e-47 1.70145e-71 9.99999e-01 1.09649e-33 9.99999e-01
1.020000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.09708e-14 5.64341e-48 9.73750e-73 9.99999e-01 2.05905e-32 9.99999e-01
1.030000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.12783e-15 1.05515e-48 5.57284e-74 9.99999e-01 3.36047e-31 9.99999e-01
1.040000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.37639e-16 1.97280e-49 1.85162e-76 9.99999e-01 4.80468e-30 9.99999e-01
1.050000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 9.00111e-17 3.68853e-50 4.48412e-79 9.99999e-01 6.06316e-29 9.99999e-01
1.060000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.85130e-17 6.89643e-51 1.08593e-81 9.99999e-01 6.80032e-28 9.99999e-01
1.070000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 3.80765e-18 1.28942e-51 2.62982e-84 9.99999e-01 6.82318e-27 9.99999e-01
1.080000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 7.83135e-19 2.41083e-52 1.26686e-83 9.99999e-01 6.16200e-26 9.99999e-01
1.090000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.41121e-16 2.15411e-53 5.41429e-78 9.99999e-01 5.03751e-25 9.99999e-01
1.100000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.54300e-14 9.19820e-55 2.31396e-72 9.99999e-01 3.74797e-24 9.99999e-01
1.110000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.58250e-12 3.72726e-71 9.88941e-67 9.99999e-01 2.55061e-23 9.99999e-01
1.120000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 1.28148e-317 8.25767e-10 6.60923e-72 4.22654e-61 9.99999e-01 1.59517e-22 9.99999e-01
1.130000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 5.56767e-304 1.48803e-07 2.60935e-70 7.13512e-73 9.99999e-01 9.20888e-22 9.99999e-01
1.140000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 1.23385e-306 2.11871e-06 7.87487e-53 3.20190e-63 9.99999e-01 4.92776e-21 9.99999e-01
1.150000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.56249e-318 3.01669e-05 6.10513e-36 1.78408e-48 9.99999e-01 2.45376e-20 9.99999e-01
1.160000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.29526e-04 1.02662e-31 1.74539e-33 9.99999e-01 1.14117e-19 9.99999e-01
1.170000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 6.11574e-03 6.29262e-47 5.35478e-34 9.99999e-01 4.97402e-19 9.99999e-01
1.180000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 1.92094e-152 0.00000e+00 8.70779e-02 2.30282e-46 3.33697e-138 9.99999e-01 2.03852e-18 9.99999e-01
1.190000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 1.28294e-54 0.00000e+00 5.33205e-02 9.26456e-59 1.87419e-15 9.99999e-01 7.87965e-18 9.99999e-01
1.200000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 2.59709e-89 0.00000e+00 3.26498e-02 6.24282e-87 5.01011e-09 9.99999e-01 2.88095e-17 9.99999e-01
1.210000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 6.56273e-156 0.00000e+00 1.99925e-02 4.93255e-130 3.94738e-08 9.99999e-01 9.99050e-17 9.99999e-01
1.220000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 9.91534e-250 7.46039e-322 1.22420e-02 1.50995e-157 5.49470e-09 9.99999e-01 3.29440e-16 9.99999e-01
1.230000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.81123e-321 7.49618e-03 6.26447e-124 1.05489e-14 9.99999e-01 1.03551e-15 9.99999e-01
1.240000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.59014e-03 2.20359e-63 1.14293e-35 9.99999e-01 3.10973e-15 9.99999e-01
1.250000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.65422e-03 5.02828e-41 3.45422e-73 9.99999e-01 8.94157e-15 9.99999e-01
1.260000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 5.96155e-04 4.52199e-31 4.71910e-135 9.99999e-01 2.46672e-14 9.99999e-01
1.270000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.14845e-04 6.78060e-28 1.63008e-207 9.99999e-01 6.54152e-14 9.99999e-01
1.280000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 7.74270e-05 1.16297e-30 1.51746e-259 9.99999e-01 1.67065e-13 9.99999e-01
1.290000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 4.04282e-315 2.79035e-05 3.19139e-36 1.03868e-258 9.99999e-01 4.11616e-13 9.99999e-01
1.300000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 1.34579e-301 1.00560e-05 4.09657e-58 3.08237e-211 9.99999e-01 9.79963e-13 9.99999e-01
1.310000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 3.04283e-276 3.62403e-06 2.21653e-75 1.91326e-149 9.99999e-01 2.25794e-12 9.99999e-01
1.320000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 1.94541e-242 7.20417e-07 7.77558e-78 1.56145e-97 9.99999e-01 5.04244e-12 9.99999e-01
1.330000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.98756e-205 1.43211e-07 4.52258e-77 9.99092e-60 9.99999e-01 1.09294e-11 9.99999e-01
1.340000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.24858e-166 2.84686e-08 2.28460e-86 3.16084e-30 9.99999e-01 2.30229e-11 9.99999e-01
1.350000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 3.45315e-129 5.65924e-09 2.68949e-81 3.69305e-14 9.99999e-01 4.71921e-11 9.99999e-01
1.360000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.59901e-90 1.12499e-09 1.48653e-70 4.70738e-06 9.99999e-01 9.42423e-11 9.99999e-01
1.370000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 1.41150e-61 2.23636e-10 7.87227e-48 7.39795e-03 9.99999e-01 1.83561e-10 9.99999e-01
1.380000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 1.32864e-39 4.44563e-11 3.61752e-34 9.01643e-03 9.99999e-01 3.49089e-10 9.99999e-01
1.390000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 1.06236e-22 2.42884e-11 1.11539e-34 5.25023e-03 9.99999e-01 6.48872e-10 9.99999e-01
1.400000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.17281e-12 1.32698e-11 3.43906e-35 6.61991e-04 9.99999e-01 1.17997e-09 9.99999e-01
1.410000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.64274e-06 7.24986e-12 1.06036e-35 9.35569e-07 9.99999e-01 2.10120e-09 9.99999e-01
1.420000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 2.91454e-03 3.96091e-12 9.06717e-36 7.63093e-11 9.99999e-01 3.66721e-09 9.99999e-01
1.430000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.30946e-02 2.16402e-12 4.58670e-34 1.39615e-14 9.99999e-01 6.27819e-09 9.99999e-01
1.440000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 4.96304e-01 1.18230e-12 1.91857e-32 1.25015e-19 9.99999e-01 1.05514e-08 9.99999e-01
1.450000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 7.82549e-01 6.45940e-13 2.73316e-31 1.96146e-21 9.99999e-01 1.74217e-08 9.99999e-01
1.460000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.25111e-01 3.52905e-13 4.28797e-30 1.55819e-15 9.99999e-01 2.82807e-08 9.99999e-01
1.470000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.73880e-01 2.60996e-12 4.20637e-28 2.01720e-16 9.99999e-01 4.51653e-08 9.99999e-01
1.480000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.91473e-01 1.93024e-11 4.12632e-26 1.73025e-12 9.99999e-01 7.10102e-08 9.99999e-01
1.490000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.97356e-01 1.42754e-10 3.73789e-24 8.51936e-09 9.99999e-01 1.09979e-07 9.99999e-01
1.500000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99026e-01 1.05576e-09 3.35619e-22 2.85517e-05 9.99999e-01 1.67890e-07 9.99999e-01
1.510000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99571e-01 7.80800e-09 2.62797e-20 2.22275e-03 9.99999e-01 2.52767e-07 9.99999e-01
1.520000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99824e-01 5.77452e-08 1.91155e-18 1.16098e-02 9.99999e-01 3.75515e-07 9.99999e-01
1.530000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 4.27063e-07 1.29570e-16 3.30569e-02 9.99999e-01 5.50771e-07 9.99999e-01
1.540000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 3.15841e-06 7.70381e-15 2.98480e-01 9.99999e-01 7.97933e-07 9.99999e-01
1.550000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 9.99999e-01 4.58044e-13 3.97041e-01 9.99999e-01 1.14240e-06 9.99999e-01
1.560000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 9.99999e-01 8.88678e-12 5.14737e-01 9.99999e-01 1.61705e-06 9.99999e-01
1.570000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 9.99999e-01 1.72418e-10 7.03010e-01 9.99999e-01 2.26396e-06 9.99999e-01
1.580000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 9.99999e-01 2.18103e-09 6.71884e-01 9.99999e-01 3.13640e-06 9.99999e-01
1.590000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 9.99999e-01 1.94427e-08 8.01775e-01 9.99999e-01 4.30116e-06 9.99999e-01
1.600000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 9.99999e-01 9.99999e-01 1.73322e-07 7.67119e-01 9.99999e-01 5.84109e-06 9.99999e-01
