# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Jul 19 13:14:25 2023
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total N2 O2 CO2 CH4 CO O3 N2O H2O Rayleigh CIA
1.000000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 7.56141e-14 1.16522e-48 1.66560e-73 0.00000e+00 8.47367e-41 9.99999e-01
1.010000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.35827e-14 2.01428e-49 8.33866e-75 0.00000e+00 3.10216e-39 9.99999e-01
1.020000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 2.43989e-15 3.48203e-50 4.17467e-76 0.00000e+00 9.54404e-38 9.99999e-01
1.030000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.38283e-16 6.01930e-51 2.09001e-77 0.00000e+00 2.49236e-36 9.99999e-01
1.040000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 8.37171e-17 1.04054e-51 5.31751e-80 0.00000e+00 5.57632e-35 9.99999e-01
1.050000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.59909e-17 1.79875e-52 9.71615e-83 0.00000e+00 1.07826e-33 9.99999e-01
1.060000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 3.05445e-18 3.10946e-53 1.77534e-85 0.00000e+00 1.81668e-32 9.99999e-01
1.070000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 5.83434e-19 5.37524e-54 3.24389e-88 0.00000e+00 2.68731e-31 9.99999e-01
1.080000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.11442e-19 9.29203e-55 1.68190e-87 0.00000e+00 3.51509e-30 9.99999e-01
1.090000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.56037e-17 7.41581e-56 1.31812e-81 0.00000e+00 4.09294e-29 9.99999e-01
1.100000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 5.88240e-15 2.73238e-57 1.03303e-75 0.00000e+00 4.26907e-28 9.99999e-01
1.110000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.35147e-12 1.89494e-74 8.09592e-70 0.00000e+00 4.01217e-27 9.99999e-01
1.120000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 3.10498e-10 3.09901e-75 6.34486e-64 0.00000e+00 3.41637e-26 9.99999e-01
1.130000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 7.13363e-08 1.45299e-73 3.01481e-76 0.00000e+00 2.64933e-25 9.99999e-01
1.140000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.15004e-06 2.88047e-55 3.82534e-66 0.00000e+00 1.88019e-24 9.99999e-01
1.150000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.85404e-05 1.37657e-37 1.04308e-50 0.00000e+00 1.22672e-23 9.99999e-01
1.160000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.98897e-04 3.64873e-33 5.12703e-35 0.00000e+00 7.38976e-23 9.99999e-01
1.170000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.81866e-03 4.34613e-49 1.48839e-35 0.00000e+00 4.12680e-22 9.99999e-01
1.180000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 1.54192e-159 0.00000e+00 7.76837e-02 1.68998e-48 1.24127e-144 0.00000e+00 2.14459e-21 9.99999e-01
1.190000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 3.87083e-57 0.00000e+00 4.64894e-02 1.78953e-61 3.83756e-16 0.00000e+00 1.04083e-20 9.99999e-01
1.200000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 1.86867e-93 0.00000e+00 2.78213e-02 5.80466e-91 2.04959e-09 0.00000e+00 4.73357e-20 9.99999e-01
1.210000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 3.62672e-163 0.00000e+00 1.66495e-02 4.42247e-136 1.77850e-08 0.00000e+00 2.02372e-19 9.99999e-01
