# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Jul 19 13:12:58 2023
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total N2 O2 CO2 CH4 CO O3 N2O H2O Rayleigh CIA
1.000000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 2.36486e-13 7.50634e-47 9.29479e-71 0.00000e+00 7.09838e-36 9.99999e-01
1.010000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 4.53242e-14 1.38647e-47 5.21009e-72 0.00000e+00 1.66976e-34 9.99999e-01
1.020000000e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 8.68668e-15 2.56090e-48 2.92046e-73 0.00000e+00 3.37213e-33 9.99999e-01
1.030000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.66486e-15 4.73014e-49 1.63703e-74 0.00000e+00 5.89808e-32 9.99999e-01
1.040000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 3.38509e-16 8.73686e-50 5.21834e-77 0.00000e+00 9.00790e-31 9.99999e-01
1.050000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 6.88275e-17 1.61375e-50 1.20965e-79 0.00000e+00 1.21049e-29 9.99999e-01
1.060000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.39944e-17 2.98071e-51 2.80405e-82 0.00000e+00 1.44154e-28 9.99999e-01
1.070000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.84542e-18 5.50555e-52 6.49999e-85 0.00000e+00 1.53150e-27 9.99999e-01
1.080000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 5.78546e-19 1.01691e-52 3.16718e-84 0.00000e+00 1.46067e-26 9.99999e-01
1.090000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.08262e-16 8.92828e-54 1.48724e-78 0.00000e+00 1.25798e-25 9.99999e-01
1.100000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.02588e-14 3.72611e-55 6.98378e-73 0.00000e+00 9.83714e-25 9.99999e-01
1.110000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 3.79098e-12 1.14786e-71 3.27944e-67 0.00000e+00 7.02053e-24 9.99999e-01
1.120000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 7.09397e-10 2.01000e-72 1.53996e-61 0.00000e+00 4.59490e-23 9.99999e-01
1.130000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.32748e-07 8.15026e-71 2.13513e-73 0.00000e+00 2.77050e-22 9.99999e-01
1.140000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.92692e-06 3.29482e-53 1.12598e-63 0.00000e+00 1.54548e-21 9.99999e-01
1.150000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.79705e-05 3.38801e-36 8.02846e-49 0.00000e+00 8.00822e-21 9.99999e-01
1.160000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.06010e-04 6.11437e-32 1.00921e-33 0.00000e+00 3.86908e-20 9.99999e-01
1.170000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 5.89349e-03 2.90595e-47 3.06976e-34 0.00000e+00 1.74912e-19 9.99999e-01
1.180000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 1.51932e-153 0.00000e+00 8.55478e-02 1.07352e-46 3.34893e-139 0.00000e+00 7.42367e-19 9.99999e-01
1.190000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 5.20966e-55 0.00000e+00 5.21973e-02 3.51034e-59 1.46506e-15 0.00000e+00 2.96737e-18 9.99999e-01
1.200000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 5.90365e-90 0.00000e+00 3.18484e-02 1.47675e-87 4.36080e-09 0.00000e+00 1.12037e-17 9.99999e-01
1.210000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 4.89828e-157 0.00000e+00 1.94324e-02 5.67491e-131 3.48770e-08 0.00000e+00 4.00688e-17 9.99999e-01
1.220000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 1.54127e-251 0.00000e+00 1.18568e-02 1.09654e-158 4.78580e-09 0.00000e+00 1.36096e-16 9.99999e-01
1.230000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 7.23445e-03 7.98182e-125 8.35023e-15 0.00000e+00 4.40108e-16 9.99999e-01
1.240000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.41413e-03 7.72814e-64 6.37157e-36 0.00000e+00 1.35821e-15 9.99999e-01
1.250000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.57904e-03 2.56298e-41 1.02822e-73 0.00000e+00 4.00899e-15 9.99999e-01
1.260000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 5.64859e-04 2.72237e-31 4.99222e-136 0.00000e+00 1.13415e-14 9.99999e-01
1.270000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.02063e-04 4.30478e-28 5.13311e-209 0.00000e+00 3.08128e-14 9.99999e-01
1.280000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 7.22828e-05 7.04960e-31 2.00172e-261 0.00000e+00 8.05446e-14 9.99999e-01
1.290000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.58573e-05 1.76272e-36 1.38942e-260 0.00000e+00 2.02934e-13 9.99999e-01
1.300000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 9.24975e-06 1.56904e-58 9.12038e-213 0.00000e+00 4.93644e-13 9.99999e-01
1.310000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 3.30885e-06 6.36039e-76 1.59105e-150 0.00000e+00 1.16120e-12 9.99999e-01
1.320000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 6.50090e-07 2.14148e-78 3.09353e-98 0.00000e+00 2.64537e-12 9.99999e-01
1.330000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.27723e-07 1.26160e-77 3.72482e-60 0.00000e+00 5.84487e-12 9.99999e-01
1.340000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.50937e-08 5.45540e-87 1.92998e-30 0.00000e+00 1.25418e-11 9.99999e-01
1.350000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.93016e-09 6.99060e-82 2.95005e-14 0.00000e+00 2.61698e-11 9.99999e-01
1.360000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 9.68629e-10 4.62420e-71 4.30616e-06 0.00000e+00 5.31650e-11 9.99999e-01
1.370000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.90306e-10 3.58097e-48 7.13897e-03 0.00000e+00 1.05278e-10 9.99999e-01
1.380000000e-01 0.00000e+00 9.99999e-01 0.00000e+00 0.00000e+00 0.00000e+00 3.73895e-11 2.06793e-34 8.71330e-03 0.00000e+00 2.03431e-10 9.99999e-01
